id,service_area,geometry,zipcode
2397,Aalsmeer,"POLYGON ((4.757396089436973 52.24795751397801, 4.760343818521442 52.24795751397801, 4.760343818521442 52.246155712176204, 4.757396089436973 52.246155712176204, 4.757396089436973 52.24795751397801))",1433
2398,Aalsmeer,"POLYGON ((4.757396089436973 52.24975931577981, 4.760343818521442 52.24975931577981, 4.760343818521442 52.24795751397801, 4.757396089436973 52.24795751397801, 4.757396089436973 52.24975931577981))",1433
2399,Aalsmeer,"POLYGON ((4.757396089436973 52.251561117581616, 4.760343818521442 52.251561117581616, 4.760343818521442 52.24975931577981, 4.757396089436973 52.24975931577981, 4.757396089436973 52.251561117581616))",1433
2400,Aalsmeer,"POLYGON ((4.757396089436973 52.25336291938342, 4.760343818521442 52.25336291938342, 4.760343818521442 52.251561117581616, 4.757396089436973 52.251561117581616, 4.757396089436973 52.25336291938342))",1431
2401,Aalsmeer,"POLYGON ((4.757396089436973 52.255164721185224, 4.760343818521442 52.255164721185224, 4.760343818521442 52.25336291938342, 4.757396089436973 52.25336291938342, 4.757396089436973 52.255164721185224))",1431
2402,Aalsmeer,"POLYGON ((4.757396089436973 52.25696652298703, 4.760343818521442 52.25696652298703, 4.760343818521442 52.255164721185224, 4.757396089436973 52.255164721185224, 4.757396089436973 52.25696652298703))",1431
2403,Aalsmeer,"POLYGON ((4.757396089436973 52.25876832478883, 4.760343818521442 52.25876832478883, 4.760343818521442 52.25696652298703, 4.757396089436973 52.25696652298703, 4.757396089436973 52.25876832478883))",1431
2404,Aalsmeer,"POLYGON ((4.757396089436973 52.260570126590636, 4.760343818521442 52.260570126590636, 4.760343818521442 52.25876832478883, 4.757396089436973 52.25876832478883, 4.757396089436973 52.260570126590636))",1431
2405,Aalsmeer,"POLYGON ((4.757396089436973 52.26237192839244, 4.760343818521442 52.26237192839244, 4.760343818521442 52.260570126590636, 4.757396089436973 52.260570126590636, 4.757396089436973 52.26237192839244))",1431
2406,Aalsmeer,"POLYGON ((4.757396089436973 52.264173730194244, 4.760343818521442 52.264173730194244, 4.760343818521442 52.26237192839244, 4.757396089436973 52.26237192839244, 4.757396089436973 52.264173730194244))",1431
2407,Aalsmeer,"POLYGON ((4.757396089436973 52.26597553199605, 4.760343818521442 52.26597553199605, 4.760343818521442 52.264173730194244, 4.757396089436973 52.264173730194244, 4.757396089436973 52.26597553199605))",1431
2408,Aalsmeer,"POLYGON ((4.757396089436973 52.26777733379785, 4.760343818521442 52.26777733379785, 4.760343818521442 52.26597553199605, 4.757396089436973 52.26597553199605, 4.757396089436973 52.26777733379785))",1431
2409,Aalsmeer,"POLYGON ((4.757396089436973 52.269579135599656, 4.760343818521442 52.269579135599656, 4.760343818521442 52.26777733379785, 4.757396089436973 52.26777733379785, 4.757396089436973 52.269579135599656))",1431
2410,Aalsmeer,"POLYGON ((4.757396089436973 52.27138093740146, 4.760343818521442 52.27138093740146, 4.760343818521442 52.269579135599656, 4.757396089436973 52.269579135599656, 4.757396089436973 52.27138093740146))",1431
2411,Aalsmeer,"POLYGON ((4.757396089436973 52.273182739203264, 4.760343818521442 52.273182739203264, 4.760343818521442 52.27138093740146, 4.757396089436973 52.27138093740146, 4.757396089436973 52.273182739203264))",1432
2412,Aalsmeer,"POLYGON ((4.757396089436973 52.27498454100507, 4.760343818521442 52.27498454100507, 4.760343818521442 52.273182739203264, 4.757396089436973 52.273182739203264, 4.757396089436973 52.27498454100507))",1432
2457,Osdorp,"POLYGON ((4.757396089436973 52.35606562208625, 4.760343818521442 52.35606562208625, 4.760343818521442 52.354263820284444, 4.757396089436973 52.354263820284444, 4.757396089436973 52.35606562208625))",1175
2458,Osdorp,"POLYGON ((4.757396089436973 52.35786742388805, 4.760343818521442 52.35786742388805, 4.760343818521442 52.35606562208625, 4.757396089436973 52.35606562208625, 4.757396089436973 52.35786742388805))",1067
2459,Osdorp,"POLYGON ((4.757396089436973 52.359669225689856, 4.760343818521442 52.359669225689856, 4.760343818521442 52.35786742388805, 4.757396089436973 52.35786742388805, 4.757396089436973 52.359669225689856))",1067
2460,Osdorp,"POLYGON ((4.757396089436973 52.36147102749166, 4.760343818521442 52.36147102749166, 4.760343818521442 52.359669225689856, 4.757396089436973 52.359669225689856, 4.757396089436973 52.36147102749166))",1067
2461,Osdorp,"POLYGON ((4.757396089436973 52.363272829293464, 4.760343818521442 52.363272829293464, 4.760343818521442 52.36147102749166, 4.757396089436973 52.36147102749166, 4.757396089436973 52.363272829293464))",1067
2462,Osdorp,"POLYGON ((4.757396089436973 52.36507463109527, 4.760343818521442 52.36507463109527, 4.760343818521442 52.363272829293464, 4.757396089436973 52.363272829293464, 4.757396089436973 52.36507463109527))",1067
2463,Osdorp,"POLYGON ((4.757396089436973 52.36687643289707, 4.760343818521442 52.36687643289707, 4.760343818521442 52.36507463109527, 4.757396089436973 52.36507463109527, 4.757396089436973 52.36687643289707))",1067
2464,Osdorp,"POLYGON ((4.757396089436973 52.368678234698876, 4.760343818521442 52.368678234698876, 4.760343818521442 52.36687643289707, 4.757396089436973 52.36687643289707, 4.757396089436973 52.368678234698876))",1067
2465,Osdorp,"POLYGON ((4.757396089436973 52.37048003650068, 4.760343818521442 52.37048003650068, 4.760343818521442 52.368678234698876, 4.757396089436973 52.368678234698876, 4.757396089436973 52.37048003650068))",1067
2466,Osdorp,"POLYGON ((4.757396089436973 52.372281838302484, 4.760343818521442 52.372281838302484, 4.760343818521442 52.37048003650068, 4.757396089436973 52.37048003650068, 4.757396089436973 52.372281838302484))",1067
2467,Osdorp,"POLYGON ((4.757396089436973 52.37408364010429, 4.760343818521442 52.37408364010429, 4.760343818521442 52.372281838302484, 4.757396089436973 52.372281838302484, 4.757396089436973 52.37408364010429))",1067
2468,Osdorp,"POLYGON ((4.757396089436973 52.37588544190609, 4.760343818521442 52.37588544190609, 4.760343818521442 52.37408364010429, 4.757396089436973 52.37408364010429, 4.757396089436973 52.37588544190609))",1067
2469,Osdorp,"POLYGON ((4.757396089436973 52.377687243707896, 4.760343818521442 52.377687243707896, 4.760343818521442 52.37588544190609, 4.757396089436973 52.37588544190609, 4.757396089436973 52.377687243707896))",1067
2470,Osdorp,"POLYGON ((4.757396089436973 52.3794890455097, 4.760343818521442 52.3794890455097, 4.760343818521442 52.377687243707896, 4.757396089436973 52.377687243707896, 4.757396089436973 52.3794890455097))",1067
2473,GBA,"POLYGON ((4.757396089436973 52.38489445091511, 4.760343818521442 52.38489445091511, 4.760343818521442 52.38309264911331, 4.757396089436973 52.38309264911331, 4.757396089436973 52.38489445091511))",1165
2474,GBA,"POLYGON ((4.757396089436973 52.386696252716916, 4.760343818521442 52.386696252716916, 4.760343818521442 52.38489445091511, 4.757396089436973 52.38489445091511, 4.757396089436973 52.386696252716916))",1165
2475,GBA,"POLYGON ((4.757396089436973 52.38849805451872, 4.760343818521442 52.38849805451872, 4.760343818521442 52.386696252716916, 4.757396089436973 52.386696252716916, 4.757396089436973 52.38849805451872))",1165
2476,GBA,"POLYGON ((4.757396089436973 52.390299856320524, 4.760343818521442 52.390299856320524, 4.760343818521442 52.38849805451872, 4.757396089436973 52.38849805451872, 4.757396089436973 52.390299856320524))",1047
2477,GBA,"POLYGON ((4.757396089436973 52.39210165812233, 4.760343818521442 52.39210165812233, 4.760343818521442 52.390299856320524, 4.757396089436973 52.390299856320524, 4.757396089436973 52.39210165812233))",1047
2478,GBA,"POLYGON ((4.757396089436973 52.39390345992413, 4.760343818521442 52.39390345992413, 4.760343818521442 52.39210165812233, 4.757396089436973 52.39210165812233, 4.757396089436973 52.39390345992413))",1047
2479,GBA,"POLYGON ((4.757396089436973 52.39570526172594, 4.760343818521442 52.39570526172594, 4.760343818521442 52.39390345992413, 4.757396089436973 52.39390345992413, 4.757396089436973 52.39570526172594))",1047
2480,GBA,"POLYGON ((4.757396089436973 52.39750706352774, 4.760343818521442 52.39750706352774, 4.760343818521442 52.39570526172594, 4.757396089436973 52.39570526172594, 4.757396089436973 52.39750706352774))",1047
2481,GBA,"POLYGON ((4.757396089436973 52.399308865329544, 4.760343818521442 52.399308865329544, 4.760343818521442 52.39750706352774, 4.757396089436973 52.39750706352774, 4.757396089436973 52.399308865329544))",1047
2482,GBA,"POLYGON ((4.757396089436973 52.40111066713135, 4.760343818521442 52.40111066713135, 4.760343818521442 52.399308865329544, 4.757396089436973 52.399308865329544, 4.757396089436973 52.40111066713135))",1047
2483,GBA,"POLYGON ((4.757396089436973 52.40291246893315, 4.760343818521442 52.40291246893315, 4.760343818521442 52.40111066713135, 4.757396089436973 52.40111066713135, 4.757396089436973 52.40291246893315))",1047
2484,GBA,"POLYGON ((4.757396089436973 52.40471427073496, 4.760343818521442 52.40471427073496, 4.760343818521442 52.40291246893315, 4.757396089436973 52.40291246893315, 4.757396089436973 52.40471427073496))",1047
2485,GBA,"POLYGON ((4.757396089436973 52.40651607253676, 4.760343818521442 52.40651607253676, 4.760343818521442 52.40471427073496, 4.757396089436973 52.40471427073496, 4.757396089436973 52.40651607253676))",1047
2486,GBA,"POLYGON ((4.757396089436973 52.408317874338564, 4.760343818521442 52.408317874338564, 4.760343818521442 52.40651607253676, 4.757396089436973 52.40651607253676, 4.757396089436973 52.408317874338564))",1047
2487,GBA,"POLYGON ((4.757396089436973 52.41011967614037, 4.760343818521442 52.41011967614037, 4.760343818521442 52.408317874338564, 4.757396089436973 52.408317874338564, 4.757396089436973 52.41011967614037))",1047
2488,GBA,"POLYGON ((4.757396089436973 52.41192147794217, 4.760343818521442 52.41192147794217, 4.760343818521442 52.41011967614037, 4.757396089436973 52.41011967614037, 4.757396089436973 52.41192147794217))",1047
2489,GBA,"POLYGON ((4.757396089436973 52.41372327974398, 4.760343818521442 52.41372327974398, 4.760343818521442 52.41192147794217, 4.757396089436973 52.41192147794217, 4.757396089436973 52.41372327974398))",1047
2490,GBA,"POLYGON ((4.757396089436973 52.41552508154578, 4.760343818521442 52.41552508154578, 4.760343818521442 52.41372327974398, 4.757396089436973 52.41372327974398, 4.757396089436973 52.41552508154578))",1047
2491,GBA,"POLYGON ((4.757396089436973 52.417326883347584, 4.760343818521442 52.417326883347584, 4.760343818521442 52.41552508154578, 4.757396089436973 52.41552508154578, 4.757396089436973 52.417326883347584))",1047
2492,GBA,"POLYGON ((4.757396089436973 52.41912868514939, 4.760343818521442 52.41912868514939, 4.760343818521442 52.417326883347584, 4.757396089436973 52.417326883347584, 4.757396089436973 52.41912868514939))",1047
2493,GBA,"POLYGON ((4.757396089436973 52.42093048695119, 4.760343818521442 52.42093048695119, 4.760343818521442 52.41912868514939, 4.757396089436973 52.41912868514939, 4.757396089436973 52.42093048695119))",1047
2494,GBA,"POLYGON ((4.757396089436973 52.422732288753, 4.760343818521442 52.422732288753, 4.760343818521442 52.42093048695119, 4.757396089436973 52.42093048695119, 4.757396089436973 52.422732288753))",1047
2495,GBA,"POLYGON ((4.757396089436973 52.4245340905548, 4.760343818521442 52.4245340905548, 4.760343818521442 52.422732288753, 4.757396089436973 52.422732288753, 4.757396089436973 52.4245340905548))",1047
2496,GBA,"POLYGON ((4.757396089436973 52.426335892356605, 4.760343818521442 52.426335892356605, 4.760343818521442 52.4245340905548, 4.757396089436973 52.4245340905548, 4.757396089436973 52.426335892356605))",1047
2497,GBA,"POLYGON ((4.757396089436973 52.42813769415841, 4.760343818521442 52.42813769415841, 4.760343818521442 52.426335892356605, 4.757396089436973 52.426335892356605, 4.757396089436973 52.42813769415841))",1047
2506,Aalsmeer,"POLYGON ((4.760343818521442 52.219128685149144, 4.7632915476059114 52.219128685149144, 4.7632915476059114 52.21732688334734, 4.760343818521442 52.21732688334734, 4.760343818521442 52.219128685149144))",
2507,Aalsmeer,"POLYGON ((4.760343818521442 52.22093048695095, 4.7632915476059114 52.22093048695095, 4.7632915476059114 52.219128685149144, 4.760343818521442 52.219128685149144, 4.760343818521442 52.22093048695095))",1424
2508,Aalsmeer,"POLYGON ((4.760343818521442 52.22273228875275, 4.7632915476059114 52.22273228875275, 4.7632915476059114 52.22093048695095, 4.760343818521442 52.22093048695095, 4.760343818521442 52.22273228875275))",1424
2509,Aalsmeer,"POLYGON ((4.760343818521442 52.224534090554556, 4.7632915476059114 52.224534090554556, 4.7632915476059114 52.22273228875275, 4.760343818521442 52.22273228875275, 4.760343818521442 52.224534090554556))",1424
2510,Aalsmeer,"POLYGON ((4.760343818521442 52.22633589235636, 4.7632915476059114 52.22633589235636, 4.7632915476059114 52.224534090554556, 4.760343818521442 52.224534090554556, 4.760343818521442 52.22633589235636))",1424
2511,Aalsmeer,"POLYGON ((4.760343818521442 52.228137694158164, 4.7632915476059114 52.228137694158164, 4.7632915476059114 52.22633589235636, 4.760343818521442 52.22633589235636, 4.760343818521442 52.228137694158164))",1424
2512,Aalsmeer,"POLYGON ((4.760343818521442 52.22993949595997, 4.7632915476059114 52.22993949595997, 4.7632915476059114 52.228137694158164, 4.760343818521442 52.228137694158164, 4.760343818521442 52.22993949595997))",1424
2513,Aalsmeer,"POLYGON ((4.760343818521442 52.23174129776177, 4.7632915476059114 52.23174129776177, 4.7632915476059114 52.22993949595997, 4.760343818521442 52.22993949595997, 4.760343818521442 52.23174129776177))",1424
2514,Aalsmeer,"POLYGON ((4.760343818521442 52.233543099563576, 4.7632915476059114 52.233543099563576, 4.7632915476059114 52.23174129776177, 4.760343818521442 52.23174129776177, 4.760343818521442 52.233543099563576))",1424
2515,Aalsmeer,"POLYGON ((4.760343818521442 52.23534490136538, 4.7632915476059114 52.23534490136538, 4.7632915476059114 52.233543099563576, 4.760343818521442 52.233543099563576, 4.760343818521442 52.23534490136538))",1424
2516,Aalsmeer,"POLYGON ((4.760343818521442 52.237146703167184, 4.7632915476059114 52.237146703167184, 4.7632915476059114 52.23534490136538, 4.760343818521442 52.23534490136538, 4.760343818521442 52.237146703167184))",1424
2517,Aalsmeer,"POLYGON ((4.760343818521442 52.23894850496899, 4.7632915476059114 52.23894850496899, 4.7632915476059114 52.237146703167184, 4.760343818521442 52.237146703167184, 4.760343818521442 52.23894850496899))",1433
2518,Aalsmeer,"POLYGON ((4.760343818521442 52.24075030677079, 4.7632915476059114 52.24075030677079, 4.7632915476059114 52.23894850496899, 4.760343818521442 52.23894850496899, 4.760343818521442 52.24075030677079))",1433
2519,Aalsmeer,"POLYGON ((4.760343818521442 52.242552108572596, 4.7632915476059114 52.242552108572596, 4.7632915476059114 52.24075030677079, 4.760343818521442 52.24075030677079, 4.760343818521442 52.242552108572596))",1433
2520,Aalsmeer,"POLYGON ((4.760343818521442 52.2443539103744, 4.7632915476059114 52.2443539103744, 4.7632915476059114 52.242552108572596, 4.760343818521442 52.242552108572596, 4.760343818521442 52.2443539103744))",1433
2521,Aalsmeer,"POLYGON ((4.760343818521442 52.246155712176204, 4.7632915476059114 52.246155712176204, 4.7632915476059114 52.2443539103744, 4.760343818521442 52.2443539103744, 4.760343818521442 52.246155712176204))",1433
2522,Aalsmeer,"POLYGON ((4.760343818521442 52.24795751397801, 4.7632915476059114 52.24795751397801, 4.7632915476059114 52.246155712176204, 4.760343818521442 52.246155712176204, 4.760343818521442 52.24795751397801))",1433
2523,Aalsmeer,"POLYGON ((4.760343818521442 52.24975931577981, 4.7632915476059114 52.24975931577981, 4.7632915476059114 52.24795751397801, 4.760343818521442 52.24795751397801, 4.760343818521442 52.24975931577981))",1433
2524,Aalsmeer,"POLYGON ((4.760343818521442 52.251561117581616, 4.7632915476059114 52.251561117581616, 4.7632915476059114 52.24975931577981, 4.760343818521442 52.24975931577981, 4.760343818521442 52.251561117581616))",1433
2525,Aalsmeer,"POLYGON ((4.760343818521442 52.25336291938342, 4.7632915476059114 52.25336291938342, 4.7632915476059114 52.251561117581616, 4.760343818521442 52.251561117581616, 4.760343818521442 52.25336291938342))",1431
2526,Aalsmeer,"POLYGON ((4.760343818521442 52.255164721185224, 4.7632915476059114 52.255164721185224, 4.7632915476059114 52.25336291938342, 4.760343818521442 52.25336291938342, 4.760343818521442 52.255164721185224))",1431
2527,Aalsmeer,"POLYGON ((4.760343818521442 52.25696652298703, 4.7632915476059114 52.25696652298703, 4.7632915476059114 52.255164721185224, 4.760343818521442 52.255164721185224, 4.760343818521442 52.25696652298703))",1431
2528,Aalsmeer,"POLYGON ((4.760343818521442 52.25876832478883, 4.7632915476059114 52.25876832478883, 4.7632915476059114 52.25696652298703, 4.760343818521442 52.25696652298703, 4.760343818521442 52.25876832478883))",1431
2529,Aalsmeer,"POLYGON ((4.760343818521442 52.260570126590636, 4.7632915476059114 52.260570126590636, 4.7632915476059114 52.25876832478883, 4.760343818521442 52.25876832478883, 4.760343818521442 52.260570126590636))",1431
2530,Aalsmeer,"POLYGON ((4.760343818521442 52.26237192839244, 4.7632915476059114 52.26237192839244, 4.7632915476059114 52.260570126590636, 4.760343818521442 52.260570126590636, 4.760343818521442 52.26237192839244))",1431
2531,Aalsmeer,"POLYGON ((4.760343818521442 52.264173730194244, 4.7632915476059114 52.264173730194244, 4.7632915476059114 52.26237192839244, 4.760343818521442 52.26237192839244, 4.760343818521442 52.264173730194244))",1431
2532,Aalsmeer,"POLYGON ((4.760343818521442 52.26597553199605, 4.7632915476059114 52.26597553199605, 4.7632915476059114 52.264173730194244, 4.760343818521442 52.264173730194244, 4.760343818521442 52.26597553199605))",1431
2533,Aalsmeer,"POLYGON ((4.760343818521442 52.26777733379785, 4.7632915476059114 52.26777733379785, 4.7632915476059114 52.26597553199605, 4.760343818521442 52.26597553199605, 4.760343818521442 52.26777733379785))",1431
2534,Aalsmeer,"POLYGON ((4.760343818521442 52.269579135599656, 4.7632915476059114 52.269579135599656, 4.7632915476059114 52.26777733379785, 4.760343818521442 52.26777733379785, 4.760343818521442 52.269579135599656))",1431
2535,Aalsmeer,"POLYGON ((4.760343818521442 52.27138093740146, 4.7632915476059114 52.27138093740146, 4.7632915476059114 52.269579135599656, 4.760343818521442 52.269579135599656, 4.760343818521442 52.27138093740146))",1431
2536,Aalsmeer,"POLYGON ((4.760343818521442 52.273182739203264, 4.7632915476059114 52.273182739203264, 4.7632915476059114 52.27138093740146, 4.760343818521442 52.27138093740146, 4.760343818521442 52.273182739203264))",1432
2537,Aalsmeer,"POLYGON ((4.760343818521442 52.27498454100507, 4.7632915476059114 52.27498454100507, 4.7632915476059114 52.273182739203264, 4.760343818521442 52.273182739203264, 4.760343818521442 52.27498454100507))",1432
2582,Osdorp,"POLYGON ((4.760343818521442 52.35606562208625, 4.7632915476059114 52.35606562208625, 4.7632915476059114 52.354263820284444, 4.760343818521442 52.354263820284444, 4.760343818521442 52.35606562208625))",1060
2583,Osdorp,"POLYGON ((4.760343818521442 52.35786742388805, 4.7632915476059114 52.35786742388805, 4.7632915476059114 52.35606562208625, 4.760343818521442 52.35606562208625, 4.760343818521442 52.35786742388805))",1067
2584,Osdorp,"POLYGON ((4.760343818521442 52.359669225689856, 4.7632915476059114 52.359669225689856, 4.7632915476059114 52.35786742388805, 4.760343818521442 52.35786742388805, 4.760343818521442 52.359669225689856))",1067
2585,Osdorp,"POLYGON ((4.760343818521442 52.36147102749166, 4.7632915476059114 52.36147102749166, 4.7632915476059114 52.359669225689856, 4.760343818521442 52.359669225689856, 4.760343818521442 52.36147102749166))",1067
2586,Osdorp,"POLYGON ((4.760343818521442 52.363272829293464, 4.7632915476059114 52.363272829293464, 4.7632915476059114 52.36147102749166, 4.760343818521442 52.36147102749166, 4.760343818521442 52.363272829293464))",1067
2587,Osdorp,"POLYGON ((4.760343818521442 52.36507463109527, 4.7632915476059114 52.36507463109527, 4.7632915476059114 52.363272829293464, 4.760343818521442 52.363272829293464, 4.760343818521442 52.36507463109527))",1067
2588,Osdorp,"POLYGON ((4.760343818521442 52.36687643289707, 4.7632915476059114 52.36687643289707, 4.7632915476059114 52.36507463109527, 4.760343818521442 52.36507463109527, 4.760343818521442 52.36687643289707))",1067
2589,Osdorp,"POLYGON ((4.760343818521442 52.368678234698876, 4.7632915476059114 52.368678234698876, 4.7632915476059114 52.36687643289707, 4.760343818521442 52.36687643289707, 4.760343818521442 52.368678234698876))",1067
2590,Osdorp,"POLYGON ((4.760343818521442 52.37048003650068, 4.7632915476059114 52.37048003650068, 4.7632915476059114 52.368678234698876, 4.760343818521442 52.368678234698876, 4.760343818521442 52.37048003650068))",1067
2591,Osdorp,"POLYGON ((4.760343818521442 52.372281838302484, 4.7632915476059114 52.372281838302484, 4.7632915476059114 52.37048003650068, 4.760343818521442 52.37048003650068, 4.760343818521442 52.372281838302484))",1067
2592,Osdorp,"POLYGON ((4.760343818521442 52.37408364010429, 4.7632915476059114 52.37408364010429, 4.7632915476059114 52.372281838302484, 4.760343818521442 52.372281838302484, 4.760343818521442 52.37408364010429))",1067
2593,Osdorp,"POLYGON ((4.760343818521442 52.37588544190609, 4.7632915476059114 52.37588544190609, 4.7632915476059114 52.37408364010429, 4.760343818521442 52.37408364010429, 4.760343818521442 52.37588544190609))",1067
2594,Osdorp,"POLYGON ((4.760343818521442 52.377687243707896, 4.7632915476059114 52.377687243707896, 4.7632915476059114 52.37588544190609, 4.760343818521442 52.37588544190609, 4.760343818521442 52.377687243707896))",1067
2595,Osdorp,"POLYGON ((4.760343818521442 52.3794890455097, 4.7632915476059114 52.3794890455097, 4.7632915476059114 52.377687243707896, 4.760343818521442 52.377687243707896, 4.760343818521442 52.3794890455097))",1067
2596,Osdorp,"POLYGON ((4.760343818521442 52.381290847311504, 4.7632915476059114 52.381290847311504, 4.7632915476059114 52.3794890455097, 4.760343818521442 52.3794890455097, 4.760343818521442 52.381290847311504))",1067
2598,GBA,"POLYGON ((4.760343818521442 52.38489445091511, 4.7632915476059114 52.38489445091511, 4.7632915476059114 52.38309264911331, 4.760343818521442 52.38309264911331, 4.760343818521442 52.38489445091511))",1067
2599,GBA,"POLYGON ((4.760343818521442 52.386696252716916, 4.7632915476059114 52.386696252716916, 4.7632915476059114 52.38489445091511, 4.760343818521442 52.38489445091511, 4.760343818521442 52.386696252716916))",1047
2600,GBA,"POLYGON ((4.760343818521442 52.38849805451872, 4.7632915476059114 52.38849805451872, 4.7632915476059114 52.386696252716916, 4.760343818521442 52.386696252716916, 4.760343818521442 52.38849805451872))",1047
2601,GBA,"POLYGON ((4.760343818521442 52.390299856320524, 4.7632915476059114 52.390299856320524, 4.7632915476059114 52.38849805451872, 4.760343818521442 52.38849805451872, 4.760343818521442 52.390299856320524))",1047
2602,GBA,"POLYGON ((4.760343818521442 52.39210165812233, 4.7632915476059114 52.39210165812233, 4.7632915476059114 52.390299856320524, 4.760343818521442 52.390299856320524, 4.760343818521442 52.39210165812233))",1047
2603,GBA,"POLYGON ((4.760343818521442 52.39390345992413, 4.7632915476059114 52.39390345992413, 4.7632915476059114 52.39210165812233, 4.760343818521442 52.39210165812233, 4.760343818521442 52.39390345992413))",1047
2604,GBA,"POLYGON ((4.760343818521442 52.39570526172594, 4.7632915476059114 52.39570526172594, 4.7632915476059114 52.39390345992413, 4.760343818521442 52.39390345992413, 4.760343818521442 52.39570526172594))",1047
2605,GBA,"POLYGON ((4.760343818521442 52.39750706352774, 4.7632915476059114 52.39750706352774, 4.7632915476059114 52.39570526172594, 4.760343818521442 52.39570526172594, 4.760343818521442 52.39750706352774))",1047
2606,GBA,"POLYGON ((4.760343818521442 52.399308865329544, 4.7632915476059114 52.399308865329544, 4.7632915476059114 52.39750706352774, 4.760343818521442 52.39750706352774, 4.760343818521442 52.399308865329544))",1047
2607,GBA,"POLYGON ((4.760343818521442 52.40111066713135, 4.7632915476059114 52.40111066713135, 4.7632915476059114 52.399308865329544, 4.760343818521442 52.399308865329544, 4.760343818521442 52.40111066713135))",1047
2608,GBA,"POLYGON ((4.760343818521442 52.40291246893315, 4.7632915476059114 52.40291246893315, 4.7632915476059114 52.40111066713135, 4.760343818521442 52.40111066713135, 4.760343818521442 52.40291246893315))",1047
2609,GBA,"POLYGON ((4.760343818521442 52.40471427073496, 4.7632915476059114 52.40471427073496, 4.7632915476059114 52.40291246893315, 4.760343818521442 52.40291246893315, 4.760343818521442 52.40471427073496))",1047
2610,GBA,"POLYGON ((4.760343818521442 52.40651607253676, 4.7632915476059114 52.40651607253676, 4.7632915476059114 52.40471427073496, 4.760343818521442 52.40471427073496, 4.760343818521442 52.40651607253676))",1047
2611,GBA,"POLYGON ((4.760343818521442 52.408317874338564, 4.7632915476059114 52.408317874338564, 4.7632915476059114 52.40651607253676, 4.760343818521442 52.40651607253676, 4.760343818521442 52.408317874338564))",1047
2612,GBA,"POLYGON ((4.760343818521442 52.41011967614037, 4.7632915476059114 52.41011967614037, 4.7632915476059114 52.408317874338564, 4.760343818521442 52.408317874338564, 4.760343818521442 52.41011967614037))",1047
2613,GBA,"POLYGON ((4.760343818521442 52.41192147794217, 4.7632915476059114 52.41192147794217, 4.7632915476059114 52.41011967614037, 4.760343818521442 52.41011967614037, 4.760343818521442 52.41192147794217))",1047
2614,GBA,"POLYGON ((4.760343818521442 52.41372327974398, 4.7632915476059114 52.41372327974398, 4.7632915476059114 52.41192147794217, 4.760343818521442 52.41192147794217, 4.760343818521442 52.41372327974398))",1047
2615,GBA,"POLYGON ((4.760343818521442 52.41552508154578, 4.7632915476059114 52.41552508154578, 4.7632915476059114 52.41372327974398, 4.760343818521442 52.41372327974398, 4.760343818521442 52.41552508154578))",1047
2616,GBA,"POLYGON ((4.760343818521442 52.417326883347584, 4.7632915476059114 52.417326883347584, 4.7632915476059114 52.41552508154578, 4.760343818521442 52.41552508154578, 4.760343818521442 52.417326883347584))",1047
2617,GBA,"POLYGON ((4.760343818521442 52.41912868514939, 4.7632915476059114 52.41912868514939, 4.7632915476059114 52.417326883347584, 4.760343818521442 52.417326883347584, 4.760343818521442 52.41912868514939))",1047
2618,GBA,"POLYGON ((4.760343818521442 52.42093048695119, 4.7632915476059114 52.42093048695119, 4.7632915476059114 52.41912868514939, 4.760343818521442 52.41912868514939, 4.760343818521442 52.42093048695119))",1047
2619,GBA,"POLYGON ((4.760343818521442 52.422732288753, 4.7632915476059114 52.422732288753, 4.7632915476059114 52.42093048695119, 4.760343818521442 52.42093048695119, 4.760343818521442 52.422732288753))",1047
2620,GBA,"POLYGON ((4.760343818521442 52.4245340905548, 4.7632915476059114 52.4245340905548, 4.7632915476059114 52.422732288753, 4.760343818521442 52.422732288753, 4.760343818521442 52.4245340905548))",1047
2621,GBA,"POLYGON ((4.760343818521442 52.426335892356605, 4.7632915476059114 52.426335892356605, 4.7632915476059114 52.4245340905548, 4.760343818521442 52.4245340905548, 4.760343818521442 52.426335892356605))",1047
2622,GBA,"POLYGON ((4.760343818521442 52.42813769415841, 4.7632915476059114 52.42813769415841, 4.7632915476059114 52.426335892356605, 4.760343818521442 52.426335892356605, 4.760343818521442 52.42813769415841))",1047
2632,Aalsmeer,"POLYGON ((4.7632915476059114 52.22093048695095, 4.7662392766903805 52.22093048695095, 4.7662392766903805 52.219128685149144, 4.7632915476059114 52.219128685149144, 4.7632915476059114 52.22093048695095))",
2633,Uithoorn,"POLYGON ((4.7632915476059114 52.22273228875275, 4.7662392766903805 52.22273228875275, 4.7662392766903805 52.22093048695095, 4.7632915476059114 52.22093048695095, 4.7632915476059114 52.22273228875275))",1424
2634,Uithoorn,"POLYGON ((4.7632915476059114 52.224534090554556, 4.7662392766903805 52.224534090554556, 4.7662392766903805 52.22273228875275, 4.7632915476059114 52.22273228875275, 4.7632915476059114 52.224534090554556))",1424
2635,Aalsmeer,"POLYGON ((4.7632915476059114 52.22633589235636, 4.7662392766903805 52.22633589235636, 4.7662392766903805 52.224534090554556, 4.7632915476059114 52.224534090554556, 4.7632915476059114 52.22633589235636))",1424
