,Incident_ID,grid_id,Date,Hour
821,443407,35068,2023-11-02,13
822,282882,35069,2017-09-09,19
823,326959,35069,2019-08-10,23
824,326975,35069,2019-08-11,8
825,30843,35076,2006-03-26,7
826,393849,35076,2022-02-19,9
827,112391,35087,2011-09-08,16
828,112317,35118,2011-09-06,18
829,433642,35312,2023-07-05,14
830,434372,35312,2023-07-05,14
831,434822,35321,2023-07-09,10
832,402442,35322,2022-06-05,18
833,414065,35324,2022-11-01,13
834,433281,35332,2023-07-05,9
835,434011,35332,2023-07-05,9
836,326879,35334,2019-08-10,17
837,322056,35349,2019-06-08,15
838,391422,35352,2022-01-31,10
839,354647,35354,2020-08-26,13
840,434565,35360,2023-07-06,14
841,433722,35363,2023-07-05,17
842,434452,35363,2023-07-05,17
843,394221,35368,2022-02-20,15
844,112376,35375,2011-09-07,22
845,306152,35375,2018-06-29,12
846,355863,35375,2020-09-11,19
847,356985,35376,2020-09-27,17
848,418721,35386,2022-12-30,19
849,433403,35396,2023-07-05,10
850,434133,35396,2023-07-05,10
851,435039,35396,2023-07-11,15
852,433280,35405,2023-07-05,9
853,434010,35405,2023-07-05,9
854,71183,35408,2008-07-25,16
855,433694,35412,2023-07-05,16
856,434424,35412,2023-07-05,16
857,738,35418,2018-09-10,16
858,393851,35419,2022-02-19,9
859,391449,35422,2022-01-31,11
860,393559,35451,2022-02-18,18
861,135795,35456,2013-02-24,7
862,282988,35457,2017-09-11,13
863,302782,35673,2018-05-15,18
864,393597,35674,2022-02-18,18
865,393826,35674,2022-02-19,8
866,283196,35706,2017-09-13,14
867,123216,35707,2012-07-01,0
868,393171,35707,2022-02-18,16
869,71928,35708,2008-08-13,20
870,433665,35711,2023-07-05,15
871,434395,35711,2023-07-05,15
872,1769,35712,2018-09-24,11
873,123093,35712,2012-06-28,9
874,354587,35714,2020-08-26,3
875,393080,35715,2022-02-18,15
876,393141,35715,2022-02-18,16
877,33595,35720,2006-05-19,9
878,71908,35725,2008-08-13,18
879,70031,35726,2008-06-22,15
880,99815,35732,2010-09-12,16
881,303163,35739,2018-05-20,17
882,320784,35739,2019-05-26,13
883,384446,35739,2021-10-31,13
884,433155,35741,2023-07-05,8
885,433885,35741,2023-07-05,8
886,112608,35756,2011-09-12,19
887,393876,35760,2022-02-19,10
888,393531,36002,2022-02-18,17
889,435400,36005,2023-07-16,11
890,368653,36006,2021-03-11,10
891,340682,36010,2020-02-09,11
892,347065,36014,2020-05-11,9
893,393756,36018,2022-02-18,22
894,435411,36018,2023-07-16,13
895,342116,36031,2020-02-23,16
896,394316,36032,2022-02-20,22
897,347025,36048,2020-05-10,19
898,433397,36048,2023-07-05,10
899,434127,36048,2023-07-05,10
900,433477,36049,2023-07-05,10
901,434207,36049,2023-07-05,10
902,433471,36050,2023-07-05,10
903,434201,36050,2023-07-05,10
904,431819,36051,2023-06-19,0
905,356849,36052,2020-09-25,17
906,99181,36055,2010-08-24,0
907,280188,36056,2017-08-03,14
908,394227,36063,2022-02-20,15
909,293601,36066,2018-01-18,11
910,112583,36071,2011-09-12,17
911,347856,36073,2020-05-22,14
912,110591,36076,2011-07-14,22
913,326906,36080,2019-08-10,18
914,354627,36080,2020-08-26,11
915,87267,36081,2009-10-07,9
916,350888,36085,2020-07-05,13
917,393931,36086,2022-02-19,12
918,293593,36087,2018-01-18,11
919,341555,36087,2020-02-16,11
920,59677,36088,2007-10-02,13
921,433146,36089,2023-07-05,8
922,433876,36089,2023-07-05,8
923,71191,36092,2008-07-26,1
924,325810,36092,2019-07-26,22
925,433255,36092,2023-07-05,9
926,433985,36092,2023-07-05,9
927,306676,36112,2018-07-05,19
928,394359,36126,2022-02-21,8
929,330946,36358,2019-10-07,23
930,433616,36358,2023-07-05,13
931,433696,36358,2023-07-05,16
932,434346,36358,2023-07-05,13
933,434426,36358,2023-07-05,16
934,394191,36362,2022-02-20,13
935,112588,36371,2011-09-12,18
936,339940,36385,2020-01-29,10
937,322091,36389,2019-06-08,16
938,267453,36392,2017-02-23,17
939,433196,36392,2023-07-05,9
940,433926,36392,2023-07-05,9
941,278517,36393,2017-07-12,19
942,138451,36396,2013-04-18,15
943,326899,36399,2019-08-10,17
944,350396,36399,2020-06-28,12
945,137063,36401,2013-03-23,8
946,309468,36403,2018-08-10,12
947,70712,36408,2008-07-10,17
948,393651,36408,2022-02-18,19
949,406928,36408,2022-07-31,14
950,414089,36411,2022-11-01,16
951,314991,36421,2019-03-09,15
952,399204,36425,2022-04-24,20
953,81168,36427,2009-04-18,12
954,391371,36427,2022-01-31,6
955,354631,36428,2020-08-26,11
956,292041,36437,2018-01-03,12
957,392951,36440,2022-02-18,15
958,322121,36443,2019-06-08,18
959,435501,36443,2023-07-17,15
960,99269,36448,2010-08-26,10
961,309464,36479,2018-08-10,11
962,443476,36689,2023-11-02,20
963,435407,36695,2023-07-16,13
964,393770,36703,2022-02-18,23
965,433233,36714,2023-07-05,9
966,433963,36714,2023-07-05,9
967,391469,36726,2022-01-31,13
968,66526,36732,2008-03-10,16
969,99947,36732,2010-09-16,12
970,275254,36732,2017-06-06,17
971,275385,36732,2017-06-07,10
972,327014,36734,2019-08-11,19
973,378181,36734,2021-07-30,15
974,433430,36737,2023-07-05,10
975,434160,36737,2023-07-05,10
976,443405,36737,2023-11-02,12
977,110536,36744,2011-07-14,10
978,134578,36744,2013-01-29,21
979,322083,36744,2019-06-08,16
980,433402,36749,2023-07-05,10
981,434132,36749,2023-07-05,10
982,433389,36750,2023-07-05,10
983,434119,36750,2023-07-05,10
984,433480,36751,2023-07-05,10
985,434210,36751,2023-07-05,10
986,320932,36752,2019-05-28,11
987,330465,36752,2019-10-01,13
988,433127,36769,2023-07-05,8
989,433857,36769,2023-07-05,8
990,393899,36770,2022-02-19,11
991,71862,36771,2008-08-12,15
992,340979,36771,2020-02-09,18
993,350104,36775,2020-06-24,17
994,392968,36775,2022-02-18,15
995,391399,36781,2022-01-31,9
996,443442,36781,2023-11-02,16
997,443445,36781,2023-11-02,17
998,393812,36789,2022-02-19,8
999,433231,36790,2023-07-05,9
1000,433961,36790,2023-07-05,9
1001,433585,36792,2023-07-05,12
1002,434315,36792,2023-07-05,12
1003,267498,36793,2017-02-23,19
1004,433606,36794,2023-07-05,12
1005,434336,36794,2023-07-05,12
1006,280280,36798,2017-08-04,21
1007,443451,36820,2023-11-02,17
1008,116708,37045,2012-01-03,13
1009,39036,37059,2006-09-01,6
1010,433217,37068,2023-07-05,9
1011,433947,37068,2023-07-05,9
1012,98994,37072,2010-08-18,18
1013,99245,37072,2010-08-25,20
1014,349275,37072,2020-06-13,0
1015,393578,37074,2022-02-18,18
1016,368743,37080,2021-03-11,12
1017,368926,37080,2021-03-13,12
1018,433386,37080,2023-07-05,10
1019,434116,37080,2023-07-05,10
1020,291433,37081,2017-12-30,16
1021,291496,37081,2017-12-31,10
1022,314855,37081,2019-03-07,17
1023,326874,37086,2019-08-10,16
1024,92878,37091,2010-02-27,10
1025,340962,37105,2020-02-09,18
1026,341005,37105,2020-02-09,19
1027,443449,37108,2023-11-02,17
1028,394277,37112,2022-02-20,19
1029,111347,37113,2011-08-07,15
1030,125984,37113,2012-08-26,12
1031,350886,37114,2020-07-05,13
1032,327847,37115,2019-08-24,20
1033,130747,37133,2012-11-25,14
1034,294413,37134,2018-01-29,10
1035,406703,37383,2022-07-28,7
1036,397862,37428,2022-04-07,14
1037,424332,37428,2023-03-13,11
1038,393892,37433,2022-02-19,11
1039,393515,37434,2022-02-18,17
1040,433252,37434,2023-07-05,9
1041,433982,37434,2023-07-05,9
1042,319954,37435,2019-05-14,18
1043,74876,37436,2008-11-09,7
1044,325767,37437,2019-07-26,14
1045,393669,37439,2022-02-18,19
1046,341120,37440,2020-02-10,15
1047,340893,37450,2020-02-09,16
1048,443447,37450,2023-11-02,17
1049,138454,37451,2013-04-18,15
1050,433295,37451,2023-07-05,9
1051,434025,37451,2023-07-05,9
1052,66597,37456,2008-03-12,12
1053,396200,37456,2022-03-16,14
1054,325702,37465,2019-07-25,20
1055,322023,37480,2019-06-08,12
1056,340892,37482,2020-02-09,16
1057,393870,37482,2022-02-19,10
1058,393833,37483,2022-02-19,9
1059,392716,37714,2022-02-17,8
1060,4565,37719,2018-10-30,22
1061,71921,37747,2008-08-13,19
1062,326877,37747,2019-08-10,16
1063,394206,37748,2022-02-20,13
1064,322053,37749,2019-06-08,15
1065,373348,37749,2021-05-21,20
1066,322095,37753,2019-06-08,16
1067,368738,37759,2021-03-11,12
1068,342210,37760,2020-02-24,18
1069,433322,37761,2023-07-05,9
1070,434052,37761,2023-07-05,9
1071,433491,37762,2023-07-05,10
1072,434221,37762,2023-07-05,10
1073,100944,37767,2010-10-16,15
1074,342362,37768,2020-02-27,8
1075,351316,37769,2020-07-11,23
1076,433222,37773,2023-07-05,9
1077,433952,37773,2023-07-05,9
1078,354558,37775,2020-08-25,21
1079,293672,37784,2018-01-18,15
1080,120325,37785,2012-04-15,9
1081,314995,37785,2019-03-09,15
1082,433263,37785,2023-07-05,9
1083,433269,37785,2023-07-05,9
1084,433993,37785,2023-07-05,9
1085,433999,37785,2023-07-05,9
1086,275988,37786,2017-06-14,1
1087,322119,37786,2019-06-08,17
1088,433574,37786,2023-07-05,12
1089,434304,37786,2023-07-05,12
1090,280183,37788,2017-08-03,13
1091,394188,37791,2022-02-20,13
1092,321784,37819,2019-06-06,8
1093,98901,37824,2010-08-15,16
1094,321669,37824,2019-06-06,1
1095,315628,37825,2019-03-16,19
1096,1548,38089,2018-09-21,17
1097,99444,38109,2010-08-30,18
1098,441274,38113,2023-10-05,16
1099,394153,38114,2022-02-20,10
1100,321585,38115,2019-06-06,0
1101,321597,38116,2019-06-06,0
1102,393017,38117,2022-02-18,15
1103,321595,38129,2019-06-06,0
1104,394347,38135,2022-02-21,7
1105,434589,38139,2023-07-06,17
1106,122856,38140,2012-06-22,20
1107,384543,38163,2021-11-01,15
1108,433232,38168,2023-07-05,9
1109,433962,38168,2023-07-05,9
1110,322065,38171,2019-06-08,16
1111,347946,38171,2020-05-23,17
1112,392802,38432,2022-02-18,9
1113,404064,38442,2022-06-25,13
1114,342510,38455,2020-02-29,15
1115,347012,38457,2020-05-10,17
1116,382464,38457,2021-10-04,8
1117,321819,38458,2019-06-06,10
1118,366523,38459,2021-02-09,9
1119,112656,38462,2011-09-13,12
1120,322063,38463,2019-06-08,15
1121,433639,38463,2023-07-05,13
1122,434369,38463,2023-07-05,13
1123,283157,38464,2017-09-13,10
1124,392963,38466,2022-02-18,15
1125,99150,38468,2010-08-23,10
1126,321849,38474,2019-06-06,14
1127,307677,38477,2018-07-18,13
1128,88592,38479,2009-11-15,0
1129,433662,38483,2023-07-05,14
1130,434392,38483,2023-07-05,14
1131,350306,38488,2020-06-27,0
1132,392990,38501,2022-02-18,15
1133,392012,38760,2022-02-07,20
1134,433709,38794,2023-07-05,17
1135,434439,38794,2023-07-05,17
1136,392873,38796,2022-02-18,15
1137,322111,38797,2019-06-08,17
1138,1567,38799,2018-09-21,19
1139,321615,38799,2019-06-06,0
1140,321778,38799,2019-06-06,7
1141,434633,38800,2023-07-07,10
1142,267388,38802,2017-02-23,15
1143,309375,38802,2018-08-09,13
1144,321657,38802,2019-06-06,0
1145,394450,38802,2022-02-21,14
1146,395373,38802,2022-03-05,13
1147,441487,38802,2023-10-09,10
1148,436407,38804,2023-07-30,17
1149,354618,38815,2020-08-26,9
1150,399359,38822,2022-04-26,18
1151,112631,38823,2011-09-12,21
1152,112636,38823,2011-09-13,0
1153,436904,38829,2023-08-06,21
1154,293312,38832,2018-01-18,9
1155,354583,38833,2020-08-26,3
1156,408792,38833,2022-08-25,23
1157,112567,38840,2011-09-12,17
1158,394366,38844,2022-02-21,9
1159,340711,38848,2020-02-09,12
1160,434824,39088,2023-07-09,11
1161,403690,39116,2022-06-21,9
1162,431121,39124,2023-06-10,15
1163,7545,39126,2018-12-10,7
1164,280199,39130,2017-08-03,16
1165,117437,39133,2012-01-22,17
1166,442534,39137,2023-10-21,23
1167,342179,39139,2020-02-24,15
1168,86072,39142,2009-09-03,16
1169,392992,39149,2022-02-18,15
1170,121266,39150,2012-05-12,21
1171,433125,39151,2023-07-05,8
1172,433179,39151,2023-07-05,9
1173,433595,39151,2023-07-05,12
1174,433855,39151,2023-07-05,8
1175,433909,39151,2023-07-05,9
1176,434325,39151,2023-07-05,12
1177,99436,39152,2010-08-30,14
1178,354616,39160,2020-08-26,9
1179,97090,39173,2010-06-25,19
1180,350848,39173,2020-07-04,21
1181,293411,39178,2018-01-18,10
1182,86454,39179,2009-09-14,16
1183,349230,39179,2020-06-12,12
1184,52795,39184,2007-05-08,19
1185,393397,39189,2022-02-18,17
1186,322019,39191,2019-06-08,11
1187,347027,39200,2020-05-10,19
1188,433774,39203,2023-07-05,22
1189,434504,39203,2023-07-05,22
1190,303856,39204,2018-05-29,20
1191,112337,39431,2011-09-06,23
1192,433659,39445,2023-07-05,14
1193,434389,39445,2023-07-05,14
1194,391372,39454,2022-01-31,7
1195,393287,39467,2022-02-18,16
1196,368939,39469,2021-03-13,14
1197,312935,39476,2019-02-09,14
1198,350890,39482,2020-07-05,13
1199,433352,39483,2023-07-05,9
1200,434082,39483,2023-07-05,9
1201,433266,39489,2023-07-05,9
1202,433996,39489,2023-07-05,9
1203,322107,39492,2019-06-08,17
1204,52206,39493,2007-04-27,20
1205,381680,39495,2021-09-22,13
1206,433305,39500,2023-07-05,9
1207,434035,39500,2023-07-05,9
1208,368715,39503,2021-03-11,12
1209,393917,39514,2022-02-19,12
1210,393989,39514,2022-02-19,15
1211,435429,39521,2023-07-16,16
1212,115619,39522,2011-12-10,15
1213,391410,39545,2022-01-31,9
1214,103084,39812,2010-12-17,15
1215,122838,39818,2012-06-22,17
1216,127542,39824,2012-09-24,19
1217,122244,39827,2012-06-08,23
1218,433485,39830,2023-07-05,10
1219,434215,39830,2023-07-05,10
1220,321641,39831,2019-06-06,0
1221,443415,39831,2023-11-02,14
1222,121172,39835,2012-05-10,12
1223,386961,39835,2021-12-04,13
1224,122845,39841,2012-06-22,18
1225,439050,39841,2023-09-07,18
1226,96012,39843,2010-05-27,7
1227,443425,39845,2023-11-02,15
1228,443468,39845,2023-11-02,19
1229,433414,39846,2023-07-05,10
1230,434144,39846,2023-07-05,10
1231,305643,39853,2018-06-23,8
1232,315647,39857,2019-03-16,23
1233,267529,39883,2017-02-23,22
1234,322077,40122,2019-06-08,16
1235,409916,40152,2022-09-09,13
1236,322001,40154,2019-06-08,6
1237,433495,40158,2023-07-05,10
1238,434225,40158,2023-07-05,10
1239,322109,40162,2019-06-08,17
1240,42093,40178,2006-11-01,3
1241,110562,40178,2011-07-14,17
1242,393269,40179,2022-02-18,16
1243,393513,40179,2022-02-18,17
1244,393499,40183,2022-02-18,17
1245,122853,40189,2012-06-22,19
1246,306173,40196,2018-06-29,17
1247,393745,40196,2022-02-18,21
1248,349337,40449,2020-06-13,16
1249,433145,40469,2023-07-05,8
1250,433875,40469,2023-07-05,8
1251,309995,40478,2018-08-18,14
1252,112630,40483,2011-09-12,21
1253,315534,40492,2019-03-16,12
1254,394219,40492,2022-02-20,15
1255,293542,40494,2018-01-18,11
1256,293550,40494,2018-01-18,11
1257,293627,40494,2018-01-18,12
1258,393066,40496,2022-02-18,15
1259,433445,40507,2023-07-05,10
1260,434175,40507,2023-07-05,10
1261,99162,40508,2010-08-23,15
1262,354629,40508,2020-08-26,11
1263,368647,40518,2021-03-11,10
1264,393875,40518,2022-02-19,10
1265,393986,40518,2022-02-19,15
1266,70871,40519,2008-07-15,12
1267,97974,40519,2010-07-16,11
1268,393629,40521,2022-02-18,18
1269,99405,40527,2010-08-30,6
1270,293653,40528,2018-01-18,14
1271,407864,40528,2022-08-13,14
1272,433338,40530,2023-07-05,9
1273,434068,40530,2023-07-05,9
1274,373357,40532,2021-05-21,21
1275,393029,40532,2022-02-18,15
1276,393857,40539,2022-02-19,9
1277,391377,40815,2022-01-31,8
1278,433131,40815,2023-07-05,8
1279,433861,40815,2023-07-05,8
1280,344327,40818,2020-03-29,13
1281,140023,40819,2013-05-21,10
1282,284839,40820,2017-10-05,10
1283,434530,40835,2023-07-06,10
1284,289332,40836,2017-12-02,14
1285,322444,40838,2019-06-12,18
1286,321643,40857,2019-06-06,0
1287,321705,40857,2019-06-06,2
1288,434550,40857,2023-07-06,12
1289,354584,40858,2020-08-26,3
1290,433090,40858,2023-07-05,8
1291,433820,40858,2023-07-05,8
1292,394189,40861,2022-02-20,13
1293,69390,40868,2008-06-03,19
1294,353828,40883,2020-08-16,10
1295,433348,40883,2023-07-05,9
1296,434078,40883,2023-07-05,9
1297,100337,40894,2010-09-29,14
1298,394309,40894,2022-02-20,21
1299,394410,40894,2022-02-21,11
1300,82567,41130,2009-05-26,7
1301,433202,41130,2023-07-05,11
1302,433932,41130,2023-07-05,11
1303,433716,41144,2023-07-05,17
1304,434446,41144,2023-07-05,17
1305,352835,41146,2020-08-03,14
1306,392851,41150,2022-02-18,14
1307,433772,41150,2023-07-05,21
1308,434502,41150,2023-07-05,21
1309,115129,41159,2011-11-27,12
1310,393913,41163,2022-02-19,12
1311,393583,41172,2022-02-18,18
1312,138469,41181,2013-04-18,18
1313,434534,41181,2023-07-06,11
1314,326961,41183,2019-08-11,0
1315,110585,41192,2011-07-14,22
1316,433214,41192,2023-07-05,9
1317,433944,41192,2023-07-05,9
1318,110572,41194,2011-07-14,19
1319,354590,41201,2020-08-26,3
1320,393353,41203,2022-02-18,16
1321,393567,41203,2022-02-18,18
1322,393370,41205,2022-02-18,16
1323,321604,41210,2019-06-06,0
1324,393049,41211,2022-02-18,15
1325,393557,41212,2022-02-18,18
1326,433576,41212,2023-07-05,12
1327,434306,41212,2023-07-05,12
1328,434579,41212,2023-07-06,16
1329,1578,41465,2018-09-21,21
1330,397855,41485,2022-04-07,13
1331,42793,41486,2006-11-12,15
1332,47300,41486,2007-01-20,12
1333,298243,41489,2018-03-17,16
1334,433152,41503,2023-07-05,9
1335,433882,41503,2023-07-05,9
1336,433634,41506,2023-07-05,13
1337,434364,41506,2023-07-05,13
1338,393430,41507,2022-02-18,17
1339,37442,41518,2006-07-30,16
1340,322014,41518,2019-06-08,10
1341,356187,41518,2020-09-16,12
1342,434686,41518,2023-07-07,19
1343,435430,41518,2023-07-16,17
1344,326843,41524,2019-08-10,15
1345,293407,41525,2018-01-18,10
1346,127525,41542,2012-09-24,17
1347,394193,41543,2022-02-20,13
1348,393355,41544,2022-02-18,16
1349,340832,41546,2020-02-09,15
1350,340871,41546,2020-02-09,16
1351,402468,41546,2022-06-05,20
1352,86062,41555,2009-09-03,13
1353,393092,41555,2022-02-18,15
1354,393229,41555,2022-02-18,16
1355,326770,41558,2019-08-09,21
1356,340743,41819,2020-02-09,14
1357,435420,41830,2023-07-16,15
1358,275182,41832,2017-06-06,8
1359,121712,41837,2012-05-25,16
1360,436603,41844,2023-08-02,14
1361,85915,41848,2009-08-29,9
1362,99441,41861,2010-08-30,16
1363,393044,41867,2022-02-18,15
1364,443409,41869,2023-11-02,13
1365,391472,41875,2022-01-31,13
1366,50060,41878,2007-03-17,12
1367,7985,41886,2018-12-16,10
1368,75507,41886,2008-11-25,17
1369,433341,41887,2023-07-05,9
1370,434071,41887,2023-07-05,9
1371,411297,41888,2022-09-28,15
1372,321832,41893,2019-06-06,12
1373,433500,41895,2023-07-05,10
1374,434230,41895,2023-07-05,10
1375,112584,41896,2011-09-12,17
1376,112343,41897,2011-09-07,0
1377,112596,41924,2011-09-12,18
1378,394161,41926,2022-02-20,11
1379,345882,42165,2020-04-21,14
1380,327003,42166,2019-08-11,14
1381,84927,42178,2009-08-01,13
1382,110673,42180,2011-07-17,11
1383,81861,42181,2009-05-08,15
1384,283150,42181,2017-09-13,10
1385,64605,42182,2008-01-15,14
1386,122843,42185,2012-06-22,18
1387,424348,42187,2023-03-13,12
1388,283198,42188,2017-09-13,14
1389,433285,42190,2023-07-05,9
1390,434015,42190,2023-07-05,9
1391,275360,42204,2017-06-07,8
1392,52698,42207,2007-05-07,11
1393,127519,42209,2012-09-24,17
1394,7688,42211,2018-12-12,7
1395,71053,42211,2008-07-21,18
1396,52870,42219,2007-05-10,7
1397,132299,42220,2012-12-23,14
1398,54418,42224,2007-06-09,10
1399,393955,42227,2022-02-19,13
1400,433104,42227,2023-07-05,8
1401,433392,42227,2023-07-05,10
1402,433834,42227,2023-07-05,8
1403,434122,42227,2023-07-05,10
1404,46808,42228,2007-01-18,14
1405,81165,42228,2009-04-18,11
1406,351250,42229,2020-07-10,19
1407,393694,42229,2022-02-18,20
1408,393409,42230,2022-02-18,17
1409,71055,42231,2008-07-21,17
1410,57746,42232,2007-08-22,9
1411,435016,42241,2023-07-11,14
1412,322009,42259,2019-06-08,9
1413,122300,42262,2012-06-10,14
1414,433670,42263,2023-07-05,15
1415,434400,42263,2023-07-05,15
1416,57744,42267,2007-08-22,8
1417,293281,42518,2018-01-18,9
1418,322122,42519,2019-06-08,18
1419,87126,42521,2009-10-03,13
1420,98966,42521,2010-08-17,17
1421,100292,42521,2010-09-27,16
1422,57751,42525,2007-08-22,10
1423,99408,42533,2010-08-30,1
1424,331078,42539,2019-10-09,19
1425,361575,42558,2020-12-03,21
1426,368682,42562,2021-03-11,11
1427,435823,42564,2023-07-21,16
1428,308459,42570,2018-07-28,0
1429,308501,42570,2018-07-28,15
1430,433060,42574,2023-07-05,7
1431,433790,42574,2023-07-05,7
1432,321634,42575,2019-06-06,0
1433,391385,42575,2022-01-31,8
1434,393779,42575,2022-02-19,0
1435,321637,42581,2019-06-06,0
1436,303849,42625,2018-05-29,19
1437,283146,42841,2017-09-13,10
1438,286706,42841,2017-10-29,7
1439,283126,42852,2017-09-13,9
1440,283140,42854,2017-09-13,9
1441,267524,42866,2017-02-23,22
1442,433226,42867,2023-07-05,9
1443,433956,42867,2023-07-05,9
1444,433686,42872,2023-07-05,15
1445,434416,42872,2023-07-05,15
1446,112597,42874,2011-09-12,18
1447,112717,42874,2011-09-14,22
1448,99923,42875,2010-09-15,17
1449,112664,42875,2011-09-13,15
1450,122257,42882,2012-06-09,14
1451,397407,42882,2022-04-01,9
1452,383815,42888,2021-10-22,13
1453,49230,42891,2007-02-27,17
1454,293456,42891,2018-01-18,10
1455,393444,42891,2022-02-18,17
1456,46464,42895,2007-01-14,13
1457,424414,42900,2023-03-13,16
1458,424491,42900,2023-03-14,11
1459,393110,42903,2022-02-18,16
1460,433447,42903,2023-07-05,10
1461,434177,42903,2023-07-05,10
1462,340701,42905,2020-02-09,12
1463,358695,42907,2020-10-22,12
1464,433535,42907,2023-07-05,11
1465,434265,42907,2023-07-05,11
1466,347072,42912,2020-05-11,12
1467,321687,42913,2019-06-06,1
1468,433299,42914,2023-07-05,9
1469,434029,42914,2023-07-05,9
1470,435014,42918,2023-07-11,14
1471,435341,43200,2023-07-15,14
1472,434619,43201,2023-07-07,8
1473,393836,43203,2022-02-19,9
1474,433344,43203,2023-07-05,9
1475,434074,43203,2023-07-05,9
1476,293644,43207,2018-01-18,13
1477,280202,43210,2017-08-03,18
1478,278499,43224,2017-07-12,15
1479,394738,43229,2022-02-24,13
1480,433439,43235,2023-07-05,10
1481,434169,43235,2023-07-05,10
1482,351448,43242,2020-07-13,20
1483,127517,43251,2012-09-24,17
1484,433577,43252,2023-07-05,12
1485,434307,43252,2023-07-05,12
1486,46915,43253,2007-01-18,17
1487,36981,43257,2006-07-22,17
1488,386553,43257,2021-11-29,11
1489,292091,43264,2018-01-03,15
1490,433157,43549,2023-07-05,8
1491,433887,43549,2023-07-05,8
1492,99413,43557,2010-08-30,4
1493,1507,43559,2018-09-21,9
1494,391455,43562,2022-01-31,11
1495,336001,43567,2019-12-14,16
1496,109127,43574,2011-06-03,18
1497,433433,43578,2023-07-05,10
1498,434163,43578,2023-07-05,10
1499,283151,43585,2017-09-13,10
1500,393036,43586,2022-02-18,15
1501,433710,43586,2023-07-05,17
1502,434440,43586,2023-07-05,17
1503,322079,43590,2019-06-08,16
1504,322090,43591,2019-06-08,16
1505,128184,43592,2012-10-07,14
1506,433517,43600,2023-07-05,11
1507,434247,43600,2023-07-05,11
1508,435224,43656,2023-07-13,21
1509,322025,43889,2019-06-08,12
1510,122355,43896,2012-06-11,18
1511,112578,43901,2011-09-12,17
1512,433335,43908,2023-07-05,9
1513,434065,43908,2023-07-05,9
1514,99422,43915,2010-08-30,9
1515,286700,43915,2017-10-29,5
1516,433623,43926,2023-07-05,13
1517,434353,43926,2023-07-05,13
1518,436438,43926,2023-07-31,8
1519,443428,43926,2023-11-02,16
1520,434646,43927,2023-07-07,11
1521,70429,43940,2008-07-02,10
1522,293676,44216,2018-01-18,15
1523,433652,44241,2023-07-05,14
1524,434382,44241,2023-07-05,14
1525,393484,44245,2022-02-18,17
1526,435348,44245,2023-07-15,17
1527,112353,44246,2011-09-07,9
1528,354328,44255,2020-08-22,12
1529,354353,44255,2020-08-22,19
1530,301645,44256,2018-05-01,5
1531,435170,44257,2023-07-13,9
1532,303851,44273,2018-05-29,19
1533,430476,44277,2023-06-03,9
1534,123665,44279,2012-07-11,18
1535,433398,44281,2023-07-05,10
1536,434128,44281,2023-07-05,10
1537,437469,44282,2023-08-15,18
1538,393794,44283,2022-02-19,4
1539,394388,44297,2022-02-21,9
1540,394412,44297,2022-02-21,11
1541,122251,44337,2012-06-09,3
1542,382384,44337,2021-10-02,22
1543,424370,44570,2023-03-13,13
1544,127538,44572,2012-09-24,18
1545,55972,44573,2007-07-10,11
1546,314987,44574,2019-03-09,15
1547,315617,44574,2019-03-16,18
1548,435363,44575,2023-07-15,21
1549,433395,44580,2023-07-05,10
1550,434125,44580,2023-07-05,10
1551,430194,44581,2023-05-30,12
1552,110558,44585,2011-07-14,17
1553,394134,44588,2022-02-20,9
1554,434909,44588,2023-07-10,11
1555,298224,44597,2018-03-17,14
1556,293655,44623,2018-01-18,14
1557,435526,44624,2023-07-17,23
1558,435419,44639,2023-07-16,15
1559,373304,44643,2021-05-21,13
1560,82560,44908,2009-05-26,5
1561,357414,44937,2020-10-04,12
1562,374806,44937,2021-06-11,20
1563,322011,44939,2019-06-08,9
1564,340668,44947,2020-02-09,11
1565,434539,44948,2023-07-06,11
1566,431961,44955,2023-06-20,17
1567,112371,44959,2011-09-07,18
1568,440952,44959,2023-10-02,9
1569,433216,44960,2023-07-05,9
1570,433946,44960,2023-07-05,9
1571,112604,44961,2011-09-12,18
1572,315459,44979,2019-03-15,12
1573,350461,44979,2020-06-29,12
1574,381737,44979,2021-09-23,10
1575,368775,44997,2021-03-11,15
1576,393789,44997,2022-02-19,2
1577,325804,45292,2019-07-26,20
1578,393311,45305,2022-02-18,16
1579,393820,45305,2022-02-19,8
1580,340863,45325,2020-02-09,16
1581,275290,45346,2017-06-06,20
1582,321782,45349,2019-06-06,7
1583,315626,45634,2019-03-16,19
1584,391846,45645,2022-02-05,20
1585,391852,45645,2022-02-05,23
1586,391866,45645,2022-02-06,9
1587,391896,45645,2022-02-06,13
1588,392894,45645,2022-02-18,15
1589,115506,45647,2011-12-07,18
1590,394259,45649,2022-02-20,17
1591,393340,45652,2022-02-18,16
1592,433536,45662,2023-07-05,11
1593,434266,45662,2023-07-05,11
1594,344315,45692,2020-03-29,12
1595,322007,45694,2019-06-08,8
1596,321603,45695,2019-06-06,0
1597,307432,45983,2018-07-15,10
1598,434498,45991,2023-07-05,21
1599,391384,46001,2022-01-31,9
1600,116077,46013,2011-12-24,0
1601,433347,46019,2023-07-05,9
1602,434077,46019,2023-07-05,9
1603,350905,46033,2020-07-05,19
1604,376567,46034,2021-07-06,12
1605,292031,46285,2018-01-03,11
1606,340730,46293,2020-02-09,13
